CHORD_ROOT;CHORD_TYPE;CHORD_STRUCTURE;FINGER_POSITIONS;NOTE_NAMES
Gb;7b5;"1;3;b5;b7";1,3,2,4,x,x;Gb,Dbb,Fb,Bb
Gb;7b5;"1;3;b5;b7";x,x,1,2,3,4;Gb,Dbb,Fb,Bb
Gb;7b5;"1;3;b5;b7";x,1,2,1,3,x;Gb,Dbb,Fb,Bb
Gb;m7;"1;b3;5;b7";1,3,1,1,4,1;Gb,Db,Fb,Bbb,Fb,Gb
Gb;m7;"1;b3;5;b7";x,x,1,4,2,3;Gb,Db,Fb,Bbb
Gb;m7;"1;b3;5;b7";x,1,3,1,2,1;Gb,Db,Fb,Bbb,Db
Gb;m7;"1;b3;5;b7";2,x,3,3,3,x;Gb,Fb,Bbb,Db
Gb;m7;"1;b3;5;b7";x,1,x,2,4,3;Gb,Fb,Bbb,Db
Gb;m7;"1;b3;5;b7";1,x,x,x,2,0;Gb,Db,Fb
Gb;dim;"1;b3;b5";1,2,3,1,x,x;Gb,Dbb,Gb,Bbb
Gb;dim;"1;b3;b5";x,x,1,2,4,3;Gb,Dbb,Gb,Bbb
Gb;dim;"1;b3;b5";x,1,2,3,4,x;Gb,Dbb,Gb,Bbb
Gb;6;"1;3;5;6";1,x,3,2,4,1;Gb,Gb,Bb,Eb,Gb
Gb;6;"1;3;5;6";x,4,2,3,1,x;Gb,Bb,Eb,Gb
Gb;6;"1;3;5;6";x,1,3,3,3,3;Gb,Db,Gb,Bb,Eb
Gb;7(#5);"1;3;#5;b7";1,x,1,2,3,1;Gb,Fb,Bb,D,Gb
Gb;7(#5);"1;3;#5;b7";x,1,2,1,1,x;Fb,Bb,D,Gb
Gb;7(#5);"1;3;#5;b7";x,1,4,1,3,2;Gb,D,Fb,Bb,D
Gb;7sus4;"1;4;5;b7";1,3,1,4,1,1;Gb,Db,Fb,Cb,Db,Gb
Gb;7sus4;"1;4;5;b7";x,2,3,4,1,x;Gb,Cb,Fb,Gb
Gb;7sus4;"1;4;5;b7";x,1,3,1,4,1;Gb,Db,Fb,Cb,Db
Gb;maj7;"1;3;5;7";1,4,2,3,1,x;Gb,Db,F,Bb,Db
Gb;maj7;"1;3;5;7";x,4,3,1,1,1;Gb,Bb,Db,F,Bb
Gb;maj7;"1;3;5;7";x,1,3,2,4,1;Gb,Db,F,Bb,Db
Gb;maj7;"1;3;5;7";2,4,1,x,x,x;Bb,F,Gb
Gb;maj7;"1;3;5;7";1,x,3,4,2,x;Gb,F,Bb,Db
Gb;5;"1;5";1,3,4,x,x,x;Gb,Db,Gb
Gb;7(#11);"1;3;5;b7;#11";2,x,3,4,1,x;Gb,Fb,Bb,C
Gb;m6;"1;b3;5;6";1,x,3,1,4,1;Gb,Gb,Bbb,Eb,Gb
Gb;m6;"1;b3;5;6";x,3,1,2,1,x;Gb,Bbb,Eb,Gb
Gb;m6;"1;b3;5;6";x,1,x,3,2,4;Gb,Gb,Bbb,Eb
Gb;7(b9);"1;3;5;b7;b9";1,x,1,2,1,3;Gb,Fb,Bb,Db,Abb
Gb;7(b9);"1;3;5;b7;b9";x,x,2,1,3,1;Gb,Bb,Fb,Abb
Gb;7(b9);"1;3;5;b7;b9";x,2,1,3,1,x;Gb,Bb,Fb,Abb
Gb;m9;"1;b3;5;b7;9";1,3,1,1,1,4;Gb,Db,Fb,Bbb,Db,Ab
Gb;m9;"1;b3;5;b7;9";x,x,2,1,4,3;Gb,Bbb,Fb,Ab
Gb;m9;"1;b3;5;b7;9";x,2,1,3,4,x;Gb,Bbb,Fb,Ab
Gb;sus4;"1;4;5";1,1,3,4,1,1;Gb,Cb,Gb,Cb,Db,Gb
Gb;sus4;"1;4;5";x,3,4,1,2,x;Gb,Cb,Db,Gb
Gb;sus4;"1;4;5";x,1,2,3,4,1;Gb,Db,Gb,Cb,Db
Gb;6/9;"1;3;5;6;9";2,1,1,1,3,4;Gb,Bb,Eb,Ab,Db,Gb
Gb;6/9;"1;3;5;6;9";x,x,2,1,3,4;Gb,Bb,Eb,Ab
Gb;6/9;"1;3;5;6;9";x,2,1,1,3,4;Gb,Bb,Eb,Ab,Db
A;13;"1;3;5;b7;9;11;13";x,0,4,3,1,1;A,G,B,C#,F#
A;13;"1;3;5;b7;9;11;13";1,x,1,2,3,4;A,G,C#,F#,B
A;13;"1;3;5;b7;9;11;13";x,0,1,2,3,4;A,C#,G,B,F#
A;13;"1;3;5;b7;9;11;13";x,0,1,2,3,1;A,G,C#,F#,A
A;13;"1;3;5;b7;9;11;13";1,3,1,2,4,1;A,E,G,C#,F#,A
A;13;"1;3;5;b7;9;11;13";1,x,2,3,4,x;A,G,C#,F#
A;13;"1;3;5;b7;9;11;13";1,x,3,2,4,x;A,A,C#,F#
A;13;"1;3;5;b7;9;11;13";x,1,3,4,2,x;G,C#,F#,A
A;13;"1;3;5;b7;9;11;13";x,2,1,3,3,4;A,C#,G,B,F#
A;13;"1;3;5;b7;9;11;13";x,x,2,1,3,3;E,G,C#,F#
A;13;"1;3;5;b7;9;11;13";x,x,1,2,3,1;G,C#,F#,A
A;13;"1;3;5;b7;9;11;13";x,x,1,2,3,3;G,C#,F#,B
A;7(#9);"1;3;5;b7;#9";x,0,1,4,1,2;A,E,B#,C#,G
A;7(#9);"1;3;5;b7;#9";x,0,1,2,1,4;A,G,C#,E,B#
A;7(#9);"1;3;5;b7;#9";x,2,1,3,4,0;A,C#,G,B#,E
A;7(#9);"1;3;5;b7;#9";x,0,2,1,4,4;A,A,C#,G,B#
A;7(#9);"1;3;5;b7;#9";x,2,3,1,4,4;E,A,C#,G,B#
A;7(#9);"1;3;5;b7;#9";x,2,1,3,4,x;A,C#,G,B#
A;7(#9);"1;3;5;b7;#9";x,x,2,1,3,4;A,C#,G,B#
A;7(#9);"1;3;5;b7;#9";1,3,1,2,4,4;A,E,G,C#,G,B#
A;7(#9);"1;3;5;b7;#9";x,x,1,2,1,4;G,C#,E,B#
A;7(#9);"1;3;5;b7;#9";2,1,3,3,x,x;A,C#,G,B#
A;9;"1;3;5;b7;9";x,0,1,3,1,2;A,E,B,C#,G
A;9;"1;3;5;b7;9";x,0,2,1,3,4;A,G,B,E,A
A;9;"1;3;5;b7;9";x,0,1,2,1,3;A,G,C#,E,B
A;9b5;"1;3;b5;b7;9";x,0,1,0,0,x;A,Eb,G,B
A;9b5;"1;3;b5;b7;9";2,1,3,1,1,4;A,C#,G,B,Eb,A
A;9b5;"1;3;b5;b7;9";x,0,1,2,3,1;A,A,Eb,G,B
A;maj13;"1;3;5;7;9;11;13";1,x,2,3,4,x;A,G#,C#,F#
A;maj13;"1;3;5;7;9;11;13";x,0,4,1,3,0;A,F#,G#,C#,E
A;7;"1;3;5;b7";x,0,1,0,3,0;A,E,G,C#,E
A;7;"1;3;5;b7";1,3,1,2,4,1;A,E,G,C#,G,A
A;7;"1;3;5;b7";x,3,2,4,1,0;A,C#,G,A,E
A;7;"1;3;5;b7";1,3,1,2,1,1;A,E,G,C#,E,A
A;7;"1;3;5;b7";x,0,1,2,3,4;A,E,A,C#,G
A;7;"1;3;5;b7";x,0,2,0,3,4;A,E,G,C#,G
A;7;"1;3;5;b7";2,1,4,0,x,x;A,C#,G,G
A;7;"1;3;5;b7";x,3,2,0,1,0;A,C#,G,A,E
A;7;"1;3;5;b7";x,0,2,0,x,x;A,E,G
A;7;"1;3;5;b7";x,x,x,2,1,3;E,G,C#
A;7;"1;3;5;b7";x,0,1,3,2,0;A,G,C#,E,E
A;7;"1;3;5;b7";x,2,1,3,x,x;A,C#,G
A;7;"1;3;5;b7";x,0,x,x,1,3;A,C#,G
A;7;"1;3;5;b7";1,x,2,3,x,x;A,G,C#
A;7;"1;3;5;b7";x,0,x,0,2,x;A,G,C#
A;7;"1;3;5;b7";x,0,3,0,2,1;A,C#,G,A,C#
A;7;"1;3;5;b7";x,2,x,1,3,0;G,E,A,E
A;dim7;"1;b3;b5;bb7";2,4,1,3,x,x;A,Eb,Gb,C
A;dim7;"1;b3;b5;bb7";x,2,3,1,4,x;Gb,C,Eb,A
A;dim7;"1;b3;b5;bb7";x,x,1,3,2,4;C,Gb,A,Eb
A;dim7;"1;b3;b5;bb7";x,0,1,3,2,4;A,Gb,C,Eb,A
A;dim7;"1;b3;b5;bb7";x,0,1,3,x,x;A,Gb,C
A;dim7;"1;b3;b5;bb7";2,x,1,3,1,x;A,Gb,C,Eb
A;dim7;"1;b3;b5;bb7";x,x,x,2,1,3;Eb,Gb,C
A;dim7;"1;b3;b5;bb7";x,0,x,2,1,3;A,Eb,Gb,C
A;dim7;"1;b3;b5;bb7";x,0,x,x,3,1;A,Eb,Gb
A;dim7;"1;b3;b5;bb7";2,x,1,3,x,x;A,Gb,C
A;dim7;"1;b3;b5;bb7";x,3,1,2,x,x;Gb,A,Eb
A;aug;"1;3;#5";x,3,2,1,1,x;C#,E#,A,C#
A;aug;"1;3;#5";4,3,2,1,x,x;A,C#,E#,A
A;aug;"1;3;#5";x,x,4,2,3,1;C#,E#,A,C#
A;aug;"1;3;#5";x,0,4,2,3,1;A,E#,A,C#,E#
A;maj;"1;3;5";x,0,1,2,3,0;A,E,A,C#,E
A;maj;"1;3;5";1,3,4,2,1,1;A,E,A,C#,E,A
A;maj;"1;3;5";x,4,3,1,2,1;A,C#,E,A,C#
A;maj;"1;3;5";0,3,x,1,4,0;E,C#,A,E,E
A;maj;"1;3;5";x,1,4,x,x,2;C#,A,A
A;maj;"1;3;5";x,0,1,1,1,4;A,E,A,C#,A
A;maj;"1;3;5";x,0,3,2,1,0;A,A,C#,E,E
A;maj;"1;3;5";x,x,x,1,3,2;E,A,C#
A;maj;"1;3;5";x,0,1,1,1,x;A,E,A,C#
A;maj;"1;3;5";x,x,x,2,1,0;C#,E,E
A;maj;"1;3;5";x,0,3,2,1,1;A,A,C#,E,A
A;maj;"1;3;5";x,0,1,3,4,2;A,A,E,A,C#
A;maj;"1;3;5";x,3,1,1,1,x;C#,E,A,C#
A;maj;"1;3;5";2,1,x,x,x,x;A,C#
A;maj;"1;3;5";x,1,3,3,3,1;A,E,A,C#,E
A;maj;"1;3;5";x,x,3,1,2,x;C#,E,A
A;maj;"1;3;5";x,3,4,2,1,1;E,A,C#,E,A
A;maj;"1;3;5";x,x,3,2,1,x;A,C#,E
A;13(#11);"1;3;5;b7;9;#11;13";x,1,2,2,4,3;G,C#,F#,B,D#
A;11;"1;3;5;b7;9;11";x,0,0,0,0,0;A,D,G,B,E
A;11;"1;3;5;b7;9;11";x,0,3,2,1,1;A,G,B,D,G
A;11;"1;3;5;b7;9;11";x,0,1,1,2,1;A,A,D,G,B
A;maj9;"1;3;5;7;9";x,0,2,1,0,0;A,E,G#,B,E
A;maj9;"1;3;5;7;9";2,1,4,1,3,x;A,C#,G#,B,E
A;maj9;"1;3;5;7;9";x,2,1,4,3,0;A,C#,G#,B,E
A;maj9;"1;3;5;7;9";x,0,1,3,1,4;A,E,B,C#,G#
A;sus2;"1;2;5";x,0,2,3,0,0;A,E,A,B,E
A;sus2;"1;2;5";0,0,1,4,0,0;E,A,E,B,B,E
A;sus2;"1;2;5";x,0,1,3,4,1;A,A,E,A,B
A;sus2;"1;2;5";x,0,2,3,0,x;A,E,A,B
A;7(b13);"1;3;5;b7;b13";x,0,2,0,3,1;A,E,G,C#,F
A;m11;"1;b3;5;b7;9;11";2,x,3,4,1,x;A,G,C,D
A;m11;"1;b3;5;b7;9;11";x,0,0,3,0,1;A,D,C,B,G
A;m11;"1;b3;5;b7;9;11";1,3,0,0,0,0;A,E,D,G,B,E
A;m11;"1;b3;5;b7;9;11";x,0,2,3,1,x;A,G,C,D
A;m11;"1;b3;5;b7;9;11";x,0,3,2,1,4;A,G,B,D,A
A;m11;"1;b3;5;b7;9;11";2,x,3,4,1,0;A,G,C,D,E
A;m11;"1;b3;5;b7;9;11";x,0,4,2,1,1;A,A,C,D,G
A;m11;"1;b3;5;b7;9;11";x,0,3,4,0,1;A,G,C,B,G
A;m11;"1;b3;5;b7;9;11";x,0,4,2,1,0;A,A,C,D,E
A;add9;"1;3;5;9";x,0,2,1,0,0;A,A,C#,B,E
A;add9;"1;3;5;9";x,0,1,4,2,0;A,E,B,C#,E
A;add9;"1;3;5;9";1,3,4,2,0,0;A,E,A,C#,B,E
A;add9;"1;3;5;9";x,x,3,2,1,4;A,C#,E,B
A;add9;"1;3;5;9";0,3,4,2,0,0;E,E,A,C#,B,E
A;add9;"1;3;5;9";x,2,3,1,0,0;E,A,C#,B,E
A;m7b5;"1;b3;b5;b7";2,x,3,4,1,x;A,G,C,Eb
A;m;"1;b3;5";x,0,2,3,1,0;A,E,A,C,E
A;m;"1;b3;5";1,3,4,1,1,1;A,E,A,C,E,A
A;m;"1;b3;5";x,0,1,3,4,2;A,A,E,A,C
A;m;"1;b3;5";x,0,3,1,1,1;A,A,C,E,A
A;m;"1;b3;5";x,4,2,3,1,0;C,E,A,C,E
A;m;"1;b3;5";x,x,3,1,1,1;A,C,E,A
A;m;"1;b3;5";x,x,x,2,1,0;C,E,E
A;m;"1;b3;5";x,3,4,1,1,1;E,A,C,E,A
A;m;"1;b3;5";x,x,3,1,x,x;A,C
A;m;"1;b3;5";x,x,x,1,1,1;C,E,A
A;m;"1;b3;5";x,0,x,2,1,0;A,A,C,E
A;m;"1;b3;5";x,0,x,1,1,1;A,C,E,A
A;m;"1;b3;5";x,0,1,3,x,2;A,A,E,C
A;m;"1;b3;5";2,x,1,4,x,3;C,A,E,C
A;m;"1;b3;5";x,0,3,2,4,x;A,C,E,A
A;m;"1;b3;5";0,x,x,2,3,1;E,E,A,C
A;m;"1;b3;5";1,x,3,1,1,x;A,A,C,E
A;m;"1;b3;5";x,0,1,4,4,x;A,E,C,E
A;m;"1;b3;5";x,4,2,1,x,x;A,C,E
A;7b5;"1;3;b5;b7";x,0,1,0,2,x;A,Eb,G,C#
A;7b5;"1;3;b5;b7";x,0,2,4,1,3;A,G,C#,Eb,A
A;7b5;"1;3;b5;b7";x,0,1,2,3,4;A,A,Eb,G,C#
A;9(#11);"1;3;5;b7;9;#11";2,x,3,1,1,x;A,G,B,D#
A;m7;"1;b3;5;b7";x,0,2,0,1,0;A,E,G,C,E
A;m7;"1;b3;5;b7";1,3,1,1,4,1;A,E,G,C,G,A
A;m7;"1;b3;5;b7";x,0,1,4,2,3;A,A,E,G,C
A;m7;"1;b3;5;b7";1,3,1,1,1,1;A,E,G,C,E,A
A;m7;"1;b3;5;b7";x,0,2,3,1,4;A,E,A,C,G
A;m7;"1;b3;5;b7";2,x,3,3,x,x;A,G,C
A;m7;"1;b3;5;b7";2,x,3,3,3,x;A,G,C,E
A;m7;"1;b3;5;b7";x,0,2,0,1,4;A,E,G,C,G
A;m7;"1;b3;5;b7";x,2,1,3,4,x;A,C,G,C
A;m7;"1;b3;5;b7";x,2,1,3,x,x;A,C,G
A;m7;"1;b3;5;b7";x,0,x,0,1,x;A,G,C
A;m7;"1;b3;5;b7";x,0,2,0,1,x;A,E,G,C
A;m7;"1;b3;5;b7";x,0,1,1,1,1;A,G,C,E,A
A;m7;"1;b3;5;b7";x,1,x,x,2,4;A,C,G
A;m7;"1;b3;5;b7";3,x,2,0,1,0;G,E,G,C,E
A;m7;"1;b3;5;b7";x,0,3,3,x,x;A,G,C
A;m7;"1;b3;5;b7";2,x,1,3,2,x;C,A,E,G
A;m7;"1;b3;5;b7";x,1,3,3,3,3;C,G,C,E,A
A;m7;"1;b3;5;b7";x,x,2,3,1,4;E,A,C,G
A;m7;"1;b3;5;b7";4,x,2,3,1,0;G,E,A,C,E
A;dim;"1;b3;b5";x,0,1,2,3,x;A,Eb,A,C
A;dim;"1;b3;b5";x,0,4,3,1,2;A,A,C,Eb,A
A;dim;"1;b3;b5";x,0,1,2,4,3;A,A,Eb,A,C
A;dim;"1;b3;b5";x,0,1,3,x,x;A,Eb,A
A;6;"1;3;5;6";x,0,1,1,1,1;A,E,A,C#,F#
A;6;"1;3;5;6";1,x,3,2,4,1;A,A,C#,F#,A
A;6;"1;3;5;6";x,0,2,3,1,0;A,C#,F#,A,E
A;6;"1;3;5;6";x,0,4,1,2,0;A,F#,A,C#,E
A;6;"1;3;5;6";x,x,1,1,1,1;E,A,C#,F#
A;6;"1;3;5;6";x,1,x,2,3,0;F#,E,A,E
A;6;"1;3;5;6";2,x,1,4,3,x;A,F#,C#,E
A;6;"1;3;5;6";x,0,3,x,x,x;A,F#
A;6;"1;3;5;6";x,x,3,2,4,0;A,C#,F#,E
A;6;"1;3;5;6";x,x,x,1,1,1;A,C#,F#
A;6;"1;3;5;6";x,x,3,2,4,1;A,C#,F#,A
A;6;"1;3;5;6";x,0,x,2,4,1;A,C#,F#,A
A;6;"1;3;5;6";1,4,x,x,x,x;A,F#
A;6;"1;3;5;6";0,0,1,1,1,1;E,A,E,A,C#,F#
A;6;"1;3;5;6";x,x,x,2,4,1;C#,F#,A
A;7(#5);"1;3;#5;b7";x,0,3,0,2,1;A,E#,G,C#,E#
A;7(#5);"1;3;#5;b7";1,x,1,2,3,1;A,G,C#,E#,A
A;7(#5);"1;3;#5;b7";x,1,2,1,1,x;G,C#,E#,A
A;7(#5);"1;3;#5;b7";1,x,2,3,4,x;A,G,C#,E#
A;7sus4;"1;4;5;b7";x,0,1,0,3,0;A,E,G,D,E
A;7sus4;"1;4;5;b7";1,3,1,4,1,1;A,E,G,D,E,A
A;7sus4;"1;4;5;b7";x,0,1,1,2,4;A,A,D,G,D
A;maj7;"1;3;5;7";x,0,2,1,3,0;A,E,G#,C#,E
A;maj7;"1;3;5;7";x,0,4,3,2,1;A,A,C#,E,G#
A;maj7;"1;3;5;7";x,4,3,1,1,1;A,C#,E,G#,C#
A;maj7;"1;3;5;7";1,x,3,4,2,x;A,G#,C#,E
A;maj7;"1;3;5;7";x,3,4,1,2,0;G#,C#,E,A,E
A;maj7;"1;3;5;7";x,x,x,1,1,3;A,C#,G#
A;5;"1;5";1,3,x,x,x,x;A,E
A;5;"1;5";x,1,1,x,x,x;E,A
A;5;"1;5";x,0,1,1,x,x;A,E,A
A;5;"1;5";x,0,1,x,x,x;A,E
A;5;"1;5";x,0,1,1,4,x;A,E,A,E
A;5;"1;5";4,x,1,1,x,x;A,E,A
A;5;"1;5";x,1,3,x,x,x;A,E
A;5;"1;5";1,3,4,x,x,x;A,E,A
A;5;"1;5";x,0,1,3,4,x;A,A,E,A
A;5;"1;5";x,x,1,3,x,x;A,E
A;5;"1;5";x,1,3,4,x,x;A,E,A
A;5;"1;5";x,x,1,3,4,x;A,E,A
A;5;"1;5";x,0,1,1,4,4;A,E,A,E,A
A;5;"1;5";x,x,x,1,4,x;A,E
A;7(#11);"1;3;5;b7;#11";2,x,3,4,1,x;A,G,C#,D#
A;13(#9);"1;3;5;b7;#9;11;13";x,x,1,2,3,4;G,C#,F#,B#
A;m6;"1;b3;5;6";x,0,2,3,1,4;A,E,A,C,F#
A;m6;"1;b3;5;6";1,x,3,1,4,1;A,A,C,F#,A
A;m6;"1;b3;5;6";x,0,1,3,2,0;A,C,F#,A,E
A;m6;"1;b3;5;6";2,x,1,3,3,3;A,F#,C,E,A
A;7(b9);"1;3;5;b7;b9";3,2,4,1,x,x;A,C#,G,Bb
A;7(b9);"1;3;5;b7;b9";1,x,1,2,1,3;A,G,C#,E,Bb
A;7(b9);"1;3;5;b7;b9";x,0,1,3,2,x;A,C#,G,Bb
A;m9;"1;b3;5;b7;9";x,0,2,4,1,3;A,E,B,C,G
A;m9;"1;b3;5;b7;9";x,0,1,1,1,3;A,G,C,E,B
A;m9;"1;b3;5;b7;9";x,2,1,3,4,0;A,C,G,B,E
A;m9;"1;b3;5;b7;9";x,x,2,1,4,3;A,C,G,B
A;m9;"1;b3;5;b7;9";x,2,1,3,4,x;A,C,G,B
A;m9;"1;b3;5;b7;9";x,0,3,4,0,0;A,G,C,B,E
A;m9;"1;b3;5;b7;9";x,0,2,0,0,0;A,E,G,B,E
A;m9;"1;b3;5;b7;9";4,2,1,0,0,x;A,C,E,G,B
A;m9;"1;b3;5;b7;9";x,0,1,1,4,3;A,G,C,G,B
A;m9;"1;b3;5;b7;9";1,3,1,1,1,4;A,E,G,C,E,B
A;13(b9);"1;3;5;b7;b9;11;13";x,x,1,2,4,3;G,C#,F#,Bb
A;sus4;"1;4;5";x,0,1,1,2,0;A,E,A,D,E
A;sus4;"1;4;5";x,0,3,4,1,1;A,A,D,E,A
A;sus4;"1;4;5";x,0,1,2,3,4;A,A,E,A,D
A;sus4;"1;4;5";x,0,1,1,2,x;A,E,A,D
A;6/9;"1;3;5;6;9";x,0,3,1,0,0;A,F#,A,B,E
A;6/9;"1;3;5;6;9";x,0,1,1,3,4;A,F#,B,E,A
A;6/9;"1;3;5;6;9";x,0,2,1,3,4;A,A,C#,F#,B
B;13;"1;3;5;b7;9;11;13";x,2,1,3,3,4;B,D#,A,C#,G#
B;13;"1;3;5;b7;9;11;13";4,x,3,2,1,1;B,A,C#,D#,G#
B;13;"1;3;5;b7;9;11;13";1,x,1,2,3,4;B,A,D#,G#,C#
B;13;"1;3;5;b7;9;11;13";1,3,1,2,4,1;B,F#,A,D#,G#,B
B;13;"1;3;5;b7;9;11;13";1,x,2,3,4,x;B,A,D#,G#
B;13;"1;3;5;b7;9;11;13";x,1,3,2,4,x;D#,A,C#,F#
B;13;"1;3;5;b7;9;11;13";x,x,1,2,3,1;A,D#,G#,B
B;13;"1;3;5;b7;9;11;13";1,4,1,2,1,1;B,G#,A,D#,F#,B
B;7(#9);"1;3;5;b7;#9";x,2,1,3,4,x;B,D#,A,C##
B;7(#9);"1;3;5;b7;#9";2,1,3,3,3,x;B,D#,A,C##,F#
B;7(#9);"1;3;5;b7;#9";1,3,1,2,1,4;B,F#,A,D#,F#,C##
B;7(#9);"1;3;5;b7;#9";x,1,x,2,3,x;B,A,C##
B;9;"1;3;5;b7;9";x,2,1,3,4,x;B,D#,A,C#
B;9;"1;3;5;b7;9";x,1,3,2,4,x;D#,A,C#,F#
B;9;"1;3;5;b7;9";x,x,2,1,3,4;A,C#,F#,B
B;9b5;"1;3;b5;b7;9";1,2,1,3,4,1;F,B,D#,A,C#,F
B;9b5;"1;3;b5;b7;9";2,1,3,1,1,4;B,D#,A,C#,F,B
B;9b5;"1;3;b5;b7;9";x,x,1,2,3,1;B,F,A,C#
B;maj13;"1;3;5;7;9;11;13";x,1,1,1,2,1;D#,G#,C#,F#,A#
B;maj13;"1;3;5;7;9;11;13";1,1,3,2,1,4;F#,B,F#,A#,C#,G#
B;7;"1;3;5;b7";x,2,1,3,0,4;B,D#,A,B,F#
B;7;"1;3;5;b7";x,1,3,1,4,1;B,F#,A,D#,F#
B;7;"1;3;5;b7";1,3,1,2,4,1;B,F#,A,D#,A,B
B;7;"1;3;5;b7";x,1,3,3,3,4;B,F#,B,D#,A
B;7;"1;3;5;b7";1,3,1,2,1,1;B,F#,A,D#,F#,B
B;7;"1;3;5;b7";x,2,1,2,x,x;B,D#,A
B;7;"1;3;5;b7";x,3,2,4,1,x;B,D#,A,B
B;7;"1;3;5;b7";x,x,1,1,1,3;F#,B,D#,A
B;7;"1;3;5;b7";1,x,2,4,3,x;B,A,D#,F#
B;7;"1;3;5;b7";x,0,1,2,1,1;A,A,D#,F#,B
B;7;"1;3;5;b7";x,2,1,3,0,x;B,D#,A,B
B;7;"1;3;5;b7";2,0,1,3,0,4;F#,A,D#,A,B,F#
B;7;"1;3;5;b7";2,x,1,3,x,x;F#,D#,A
B;7;"1;3;5;b7";x,2,1,3,x,4;B,D#,A,F#
B;7;"1;3;5;b7";2,x,1,3,0,4;F#,D#,A,B,F#
B;7;"1;3;5;b7";x,0,1,1,1,3;A,F#,B,D#,A
B;7;"1;3;5;b7";1,x,2,3,x,x;B,A,D#
B;dim7;"1;b3;b5;bb7";2,4,1,3,x,x;Ab,D,F,B
B;dim7;"1;b3;b5;bb7";x,2,3,1,4,x;D,Ab,B,F
B;dim7;"1;b3;b5;bb7";x,x,1,3,2,4;B,F,Ab,D
B;dim7;"1;b3;b5;bb7";x,x,1,2,1,3;Ab,D,F,B
B;dim7;"1;b3;b5;bb7";2,x,1,3,1,x;B,Ab,D,F
B;dim7;"1;b3;b5;bb7";x,x,0,3,0,4;D,Ab,B,F
B;aug;"1;3;#5";x,3,2,0,0,x;B,D#,F##,B
B;aug;"1;3;#5";4,3,2,0,x,x;F##,B,D#,F##
B;aug;"1;3;#5";x,x,4,2,3,1;D#,F##,B,D#
B;maj;"1;3;5";x,1,3,3,3,x;B,F#,B,D#
B;maj;"1;3;5";1,3,4,2,1,1;B,F#,B,D#,F#,B
B;maj;"1;3;5";x,x,1,2,4,3;B,F#,B,D#
B;13(#11);"1;3;5;b7;9;#11;13";3,x,4,2,1,1;B,A,C#,D#,G#
B;11;"1;3;5;b7;9;11";x,1,1,1,1,1;B,E,A,C#,F#
B;11;"1;3;5;b7;9;11";3,x,4,2,1,1;B,A,C#,E,A
B;11;"1;3;5;b7;9;11";x,x,1,1,2,1;B,E,A,C#
B;maj9;"1;3;5;7;9";x,2,1,4,3,x;B,D#,A#,C#
B;maj9;"1;3;5;7;9";2,1,4,1,x,x;B,D#,A#,C#
B;maj9;"1;3;5;7;9";x,x,4,1,2,1;B,C#,F#,A#
B;m11;"1;b3;5;b7;9;11";2,x,3,4,1,x;B,A,D,E
B;m11;"1;b3;5;b7;9;11";x,2,0,3,4,0;B,D,A,C#,E
B;m11;"1;b3;5;b7;9;11";x,x,4,3,1,x;A,C#,D
B;m11;"1;b3;5;b7;9;11";x,0,3,4,2,0;A,F#,B,D,E
B;m11;"1;b3;5;b7;9;11";x,1,x,3,4,0;B,A,C#,E
B;m11;"1;b3;5;b7;9;11";1,x,0,3,4,0;B,D,E,A,E
B;m11;"1;b3;5;b7;9;11";2,x,3,4,0,0;B,A,D,B,E
B;m7b5;"1;b3;b5;b7";x,2,0,3,4,1;B,D,A,D,F
B;m7b5;"1;b3;b5;b7";x,1,2,1,3,x;B,F,A,D
B;m7b5;"1;b3;b5;b7";2,x,3,4,1,x;B,A,D,F
B;m7b5;"1;b3;b5;b7";x,1,3,2,4,x;B,F,A,D
B;m;"1;b3;5";x,1,3,4,2,1;B,F#,B,D,F#
B;m;"1;b3;5";1,3,4,1,1,1;B,F#,B,D,F#,B
B;m;"1;b3;5";x,x,1,3,4,2;B,F#,B,D
B;m;"1;b3;5";x,x,3,4,2,1;F#,B,D,F#
B;m;"1;b3;5";x,1,3,4,2,x;B,F#,B,D
B;m;"1;b3;5";x,x,3,2,4,1;D,F#,B,D
B;m;"1;b3;5";x,3,4,1,1,1;F#,B,D,F#,B
B;m;"1;b3;5";x,x,3,1,1,1;B,D,F#,B
B;m;"1;b3;5";x,x,x,3,2,1;B,D,F#
B;m;"1;b3;5";2,x,0,3,x,x;B,D,D
B;m;"1;b3;5";x,1,0,x,x,x;B,D
B;m;"1;b3;5";1,x,3,1,1,x;B,B,D,F#
B;7b5;"1;3;b5;b7";x,1,2,1,3,x;B,F,A,D#
B;7b5;"1;3;b5;b7";x,x,2,4,1,3;A,D#,F,B
B;7b5;"1;3;b5;b7";x,x,1,2,3,4;B,F,A,D#
B;m7;"1;b3;5;b7";x,2,0,3,0,4;B,D,A,B,F#
B;m7;"1;b3;5;b7";x,1,3,1,2,1;B,F#,A,D,F#
B;m7;"1;b3;5;b7";1,3,1,1,4,1;B,F#,A,D,A,B
B;m7;"1;b3;5;b7";2,x,3,3,x,x;B,A,D
B;m7;"1;b3;5;b7";1,3,1,1,1,1;B,F#,A,D,F#,B
B;m7;"1;b3;5;b7";2,x,3,3,3,x;B,A,D,F#
B;m7;"1;b3;5;b7";x,2,0,3,4,x;B,D,A,D
